price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
,vente,Appartements et Duplex de très haut standing à Ennasr 3,Ennasr, Ariana,1,5,115,,2
,vente,Appartements de standing à Ennasr 3 (offre promotionnel),Ennasr, Ariana,2,9,195,,4
,vente,Résidence très haut standing à Ennasr 3,Ennasr, Ariana,2,7,180,,3
,vente,Appartements et Duplex de haut standing à Ennasr 3 Ariana,Ennasr, Ariana,1,5,140,,2
1 250 000 DT,vente,Villa Salama réf AV903 Menzeh 9,Menzah, Ariana,3,5,300,500,3
300 DT,vente,Villa,Borj Louzir, Ariana,1,4,180,,3
340 DT,vente,AV appartement s3 à ennasr 2,Ennasr, Ariana,2,4,165,,3
1 300 DT / Mois,location,Spacieux S4 flambant neuf,Ariana Ville, Ariana,2,5,182,,4
700 DT,vente,S+1 neuf,Ennasr, Ariana,1,2,68,68,2
310 000 DT,vente,AV APPT HAUT STANDING S+3 AU JARDIN MENZAH 1,Jardins D'el Menzah, Ariana,,,,,
,vente,Appartements S+4 de haut standing à Ennasr 3 (offre promotionnel),Ennasr, Ariana,2,9,194,,4
,vente,Appartements S+3 de haut standing à Ennasr 3 Ariana,Ennasr, Ariana,1,5,123,,2
190 000 DT,vente,Appartement 90 m2 avec Jardin à Ennaser 2,Ennasr, Ariana,1,2,60,90,1
650 DT,vente,Terrain 246m² a cite rafaha j,Jardins D'el Menzah, Ariana,,,,246,
650 DT,vente,Lot 200 m cite rafaha,Jardins D'el Menzah, Ariana,,,,200,
,vente,Appartements de haut standing bien situé à Ennasr 3 (offre promotionnel),Ennasr, Ariana,1,5,115,,2
,vente,Appartements de haut standing à Ennasr 3 (offre promotionnel),Ennasr, Ariana,1,5,113,,2
,vente,Appartement à cité ennouzha à vendre,Borj Louzir, Ariana,1,,,,2
15 000 DT,vente,Vente fond de commerce,La Soukra, Ariana,,,30,,
1 000 DT,vente,Terrain a vendre à Sokra,La Soukra, Ariana,,,,513,
105 000 DT,vente,Un appartement à snit Nour jaafer,La Soukra, Ariana,1,2,75,,2
350 DT,location,Maison a louer auprès de (Geant City),Raoued, Ariana,,,,,
525 000 DT,vente,Vente de Terrain Constructible (OPPORTUNITÉ EN OR),Jardins D'el Menzah, Ariana,,,,456,
1 000 DT,location,Location appartement meublé tunis,Ariana Ville, Ariana,1,3,85,85,2
500 DT,location,Etage de villa  a jardin D el Menzah 1,Jardins D'el Menzah, Ariana,1,3,60,60,2
510 DT,location,Location appartement,Jardins D'el Menzah, Ariana,1,2,41,,
480 DT,vente,Terrain à ennaser2 600m2,Ariana Ville, Ariana,,,,600,
50 000 DT,vente,A vendre terrain rawed,Ariana Ville, Ariana,,,,300,
125 000 DT,vente,Appartement S+3,Raoued, Ariana,1,4,100,,3
550 DT,location,A louer un S+1,Menzah, Ariana,1,2,70,,1
,vente,Très belle villa sur deux étages séparé,Raoued, Ariana,,,450,,
610 000 DT,vente,Superbe villa rond point riadh landalous Ariana,Ariana Ville, Ariana,,6,330,400,
,location,À louer,La Soukra, Ariana,1,4,,,3
900 DT,location,Au centre  cité enasr 2 pr étrangers,Ennasr, Ariana,1,2,75,,2
240 000 DT,vente,A vendre terrain nu avec titre foncière Citer El ghazala,Ghazela, Ariana,,,,336,
,vente,Local a soukra pour tout usages avec titre bleu,La Soukra, Ariana,,,420,420,
550 DT / Mois,location,Louer local commercial sise interieur Residence Elyes Dar Fadhal,La Soukra, Ariana,,,27,,
1 200 DT,location,A louer cabinet médical Pédiatre,Borj Louzir, Ariana,,3,60,,
1 300 DT,vente,A louer cabinet médical Gastrologue,Borj Louzir, Ariana,,2,67,,
1 200 DT / Mois,location,A louer cabinet médical Gynécologue,Borj Louzir, Ariana,,2,60,,
1 000 DT / Mois,location,A louer cabinet médical Urologue,Borj Louzir, Ariana,,2,67,,
1 600 000 DT,vente,Villa de très haut standing de 480m sur un terrain de 400m El Menzeh IX,Menzah, Ariana,,,,,
85 DT,vente,Vend appart,Raoued, Ariana,,2,,,
,vente,Appartements haut satanding à Cité Enassr,Ennasr, Ariana,,,115,,
,location,Location appartement à Manar 1,Manar, Ariana,,,,,
,location,Offre location studio à manar 1,Manar, Ariana,,,,,
,location,Offre location appartement à Manar 1,Manar, Ariana,,,,,
330 000 DT,vente,Villa sur deux étages à ne pas rater,Raoued, Ariana,,,500,350,
550 DT,location,Appartement s+1 haut standing el omrane 10 riadh el andalous,Raoued, Ariana,1,1,54,54,1
60 DT,location,Loue appartement s+1 à ennasr,Ennasr, Ariana,1,2,50,,2
,vente,Appartements haut satanding à Cité Enassr,Ennasr, Ariana,,,115,,
850 DT,location,Appartement S+3 jardin d'el menzah,Jardins D'el Menzah, Ariana,1,4,150,,3
,vente,Villa standing ennasr 2,Ennasr, Ariana,2,6,500,720,4
17 000 DT,vente,Titre bleu,Raoued, Ariana,,,,100,
400 000 DT,vente,Residence les tulipes Chotrana 1 la Soukra,La Soukra, Ariana,2,4,125,226,3
,vente,La résidence Picasso située à la soukra chotrana 1,Chotrana, Ariana,,,153,,3
295 000 DT,vente,La résidence Picasso située à la soukra chotrana 1,Chotrana, Ariana,,,123,,
,vente,Vendre Terrain à chargiya 1,La Soukra, Ariana,,,,,
,vente,Un morceau de sucre à la Soukra,La Soukra, Ariana,2,,160,350,3
350 000 DT,vente,DUPLEX S+4 A VENDRE,Borj Louzir, Ariana,1,7,162,162,5
,vente,Fonds de commerce de café,Ariana Ville, Ariana,,,110,,
65 000 DT,vente,Terrain nue pret du plage,Kalaât El Andalous, Ariana,,,,410,
773 500 DT,vente,TERRAIN NU TITRE A ENNASR 2,Ennasr, Ariana,,,,595,
1 400 DT,vente,Terrain a riadh andalous ariana,Ariana Ville, Ariana,,,,944,
2 000 DT,location,Showroom 2,La Soukra, Ariana,,,100,,
2 500 DT,location,Showroom,La Soukra, Ariana,,,225,,
1 200 DT,location,APPARTEMENT S3 A USAGE BUREAUTIQUE OU HABITATION,Ennasr, Ariana,2,4,140,,3
450 000 DT,vente,BEL APPARTEMENT DE 200m² AVEC BELLE VUE DEGAGEE,La Soukra, Ariana,2,4,200,,3
298 000 DT,vente,COQUET APPARTEMENT AVEC BEAU JARDIN DE 200m²,Manar, Ariana,2,3,113,200,2
350 DT,vente,AV appartement S+3 à Ennasr 2,Ennasr, Ariana,,,165,,
420 000 DT,vente,Au jardin d'el Menzah villa duplex rez de chaussée et un étage-titre foncier,Jardins D'el Menzah, Ariana,1,5,266,330,4
1 000 DT / Mois,location,Appart meublé a Ain Zaghouan,La Soukra, Ariana,2,,80,,2
850 000 DT,vente,Spacieuse villa à ennaser1,Ennasr, Ariana,2,10+,,503,5
420 000 DT,vente,Au jardin d'el Menzah villa duplex rez de chaussée et un étage-titre foncier,Jardins D'el Menzah, Ariana,1,5,266,330,4
75 000 DT,vente,Garderie & Jardin d'enfants,Menzah, Ariana,2,,,580,
165 000 DT,vente,S+1 avec parking côté parc Soukra Silver Mall,La Soukra, Ariana,1,2,63,,2
40 DT,vente,Av fond de commerce,La Soukra, Ariana,,,25,25,
240 000 DT,vente,Beau duplex,Ghazela, Ariana,2,5,100,150,3
1 000 DT,location,Appartement haut standing à Ennasr,Ennasr, Ariana,1,3,93,,2
850 DT,location,Rez-de-jardin à Ennasr,Ennasr, Ariana,1,5,160,,3
1 000 DT,location,Etage de villa à Ennasr,Ennasr, Ariana,1,5,160,440,3
1 000 DT,location,"""venîsia""",La Soukra, Ariana,1,2,80,,1
900 DT,location,LOCATION APP S+3 AVEC PLACE DE PARKING ENNASR 1 COTE STB,Ennasr, Ariana,1,5,110,,3
265 978 DT,vente,Des spacieux Duplexes à Borj touil,Raoued, Ariana,2,5,157,,4
135 521 DT,vente,Des appartements neufs et spacieux à Borj Touil,Raoued, Ariana,1,3,91,,2
600 DT,location,Appartement S plus 2,La Soukra, Ariana,1,3,90,,2
480 000 DT,vente,Villa r+2 haut standing,Ghazela, Ariana,2,8,525,198,6
250 DT,location,A louer S+1 à Raoued ariana,Raoued, Ariana,,2,62,62,1
250 DT,vente,Villa  de 2 etages,Mnihla, Ariana,2,8,130,150,6
400 DT,location,Mason a louer à Ariana,Ariana Ville, Ariana,,,,,
183 000 DT,vente,Appartement neuf à nkhilette,Ghazela, Ariana,1,4,136,136,3
270 000 DT,vente,A vendre un App S+4,Ghazela, Ariana,3,5,160,,4
95 DT,vente,APPART CITE ENNASER MNIHLA ARIANA,Mnihla, Ariana,1,3,80,,2
600 DT,location,MAISON RAOUED PLAGE,Raoued, Ariana,1,5,,,5
2 900 DT,location,Villa habitation ou bureau menzah 4,Menzah, Ariana,1,7,350,600,5
1 000 DT,vente,Appart 165 m2 Haut Standing Chotrana1 Tel : 22 20 40 90,La Soukra, Ariana,2,4,165,,3
,vente,Villa route de raoued,Raoued, Ariana,,10+,,500,10+
85 000 DT,vente,App Borj Louzir,Borj Louzir, Ariana,1,2,78,78,2
,vente,Villa à vendre jardin d'el menzah 2,Jardins D'el Menzah, Ariana,,,520,600,
650 000 000 DT,vente,Villa soukra haut standing titre bleu individuelle,La Soukra, Ariana,3,9,280,404,6
600 DT,vente,Terrain jardin manzah 3 titre bleu,Jardins D'el Menzah, Ariana,,,,400,
270 000 000 DT,vente,Duplex haut standing ariana sorgha,Ariana Ville, Ariana,2,7,250,200,7
350 000 000 DT,vente,Local commercial manzah 6 au bord du la rue,Menzah, Ariana,1,5,100,85,
190 000 DT,vente,A cite el villette,Sidi Thabet, Ariana,,,,1060,
300 DT,vente,Ideal pour construire en famille,Sidi Thabet, Ariana,,,,5000,
330 000 DT,vente,Villa forssa heyla route 2 étages,Raoued, Ariana,,10+,,500,
1 DT,vente,VILLA A MENZAH 5,Menzah, Ariana,,,,,
280 DT,vente,Un joli s+3,Ghazela, Ariana,,4,151.76,,4
,vente,Vente studio à jaafer route raoued,Ariana Ville, Ariana,1,,60,100,2
,vente,Villa forssa heyla route de raoued,Raoued, Ariana,,,,500,
850 000 DT,vente,Superbe appartement de lux,Ariana Ville, Ariana,2,7,302,,4
60 000 DT,vente,La belle cité résidentiel Protville,Ariana Ville, Ariana,,,,400,
,vente,Maison forssa route de raoued,Raoued, Ariana,6+,,500,,10+
,vente,Villa forssa route de raoued,Raoued, Ariana,,10+,500,500,
170 000 DT,vente,Appartement à Laouina,La Soukra, Ariana,1,3,76,97,2
850 000 DT,vente,Superbe appartements a vendre,Ennasr, Ariana,2,7,301,,4
,vente,Studio spacieux ennasr 2,Ennasr, Ariana,1,2,85,85,2
1 250 DT / Mois,location,Dépôt à louer,La Soukra, Ariana,,,212,300,
,vente,Bureaux de bon standing  à la nouvelle médina,Menzah, Ariana,,,39,,
95 000 DT,vente,Maison rond point sidi amor raoued,Raoued, Ariana,1,3,85,134,3
1 500 DT / Mois,location,Un joli appartement haute standing s+4 manzeh 8,Menzah, Ariana,,,,,
,vente,A VENDRE APPARTEMENT ENNASER 2,Ennasr, Ariana,2,,,,4
175 000 DT,vente,A vendre appartement Cité Ghazella,Ghazela, Ariana,,,,,
1 300 DT / Mois,location,Un étage de villa s+3 de très haute standing,Ennasr, Ariana,,,,,4
1 300 DT / Mois,location,ETAGE DE VILLA ENNASER,Ennasr, Ariana,,,180,,
100 DT / Nuit,location,Appartement yessmine Hammamet Marina meublé,Ennasr, Ariana,1,3,70,,2
130 000 DT,vente,Joli appartement,Ghazela, Ariana,,3,86,86,2
950 DT,location,à louer S+3   Menzah  7bis,Menzah, Ariana,2,5,120,0,3
350 000 DT,vente,DUPLEX S+4 162m2 À ARIANA,Borj Louzir, Ariana,1,5,144,162,5
130 DT,vente,BON  AFFAIRE,Raoued, Ariana,1,3,70,,2
208 000 DT,vente,Appartement sis à la soukra,La Soukra, Ariana,1,3,106,106,2
680 DT,vente,Terrain à sidi fradj soukra,La Soukra, Ariana,,,,414,
60 000 DT,vente,Terrain sur la route de raoued 1km de hotel phebus gammarth,Raoued, Ariana,,,,150,
110 000 DT,vente,Appartement neuf s2,Ghazela, Ariana,1,4,91,350,2
90 000 DT,vente,Appartements neufs s+1,La Soukra, Ariana,,,50,,
100 000 DT,vente,Appartements S+2,Ariana Ville, Ariana,,,,,
690 000 DT,vente,Une belle villa De luxe,La Soukra, Ariana,,,,,
,vente,Immeuble à vendre à Rouad,La Soukra, Ariana,,,,,
680 DT,vente,Villa De luxe avec spacieuse jardin,La Soukra, Ariana,,,,,
85 DT,vente,Un appartement à Ariana borj louzir cité saha,Ariana Ville, Ariana,,,,,
,vente,Apparemment  à  Raoued -  Ariana,Ariana Ville, Ariana,,,,,
250 000 DT,vente,Appartement luxe,La Soukra, Ariana,,,200,,
85 DT,vente,Un appartement  à Ariana borj louzir,Ariana Ville, Ariana,,,80,,
350 DT / Mois,location,Maison à Ennkhilet route Raoued,Ghazela, Ariana,,,,,
,vente,Fond de commerce rentable,Ariana Ville, Ariana,,,200,,
,vente,Un appartement  à Ain Zaghouan,La Soukra, Ariana,,,105,,
2 000 DT,vente,Bureaux Haut Standing a vendre,Ariana Ville, Ariana,,,,,
,vente,Une belle villa,Ariana Ville, Ariana,,,,,
850 DT / Mois,location,Appart S plus 2 Spacieux et Luxueux à Ennasr,Ennasr, Ariana,1,3,,,2
2 000 DT / Mois,location,Appartement meublé ennasser 2,Ennasr, Ariana,,,,,
250 000 DT,vente,un appartement  à raoued plage vue extraordinaire sur mer.,La Soukra, Ariana,,,172,,
90 000 DT,vente,Appartements neufs s+1à raoued,Raoued, Ariana,,,50,,
670 DT,vente,Terrain façade sur,La Soukra, Ariana,,,,155,
750 DT,vente,Terrain au zone voisinage,La Soukra, Ariana,,,,320,
85 000 DT,vente,Appartement a hay saha,Borj Louzir, Ariana,,,,,
,location,كراء دبو,Ariana Ville, Ariana,,,1200,2200,
420 000 DT,vente,Un superbe duplexe,La Soukra, Ariana,,,,,
400 000 DT,vente,Une imaginaire duplexe,La Soukra, Ariana,,,203,,
500 DT,vente,Un beau terrain,La Soukra, Ariana,,,,220,
260 DT,vente,Un lot de terrain,La Soukra, Ariana,,,,200,
650 DT,vente,Aa ne pas rate,La Soukra, Ariana,,,,320,
418 000 DT,vente,Forsa tayara,La Soukra, Ariana,,,,,
2 500 DT,vente,Tres haute standing,La Soukra, Ariana,,,,,
520 DT,vente,Un superbe terrain,Ariana Ville, Ariana,,,,630,
250 000 DT,vente,Appartement a vendre,Ariana Ville, Ariana,,,,104.5,2
80 000 DT,vente,Un superbe terrain,La Soukra, Ariana,,,,200,
500 DT,vente,Offre mezyana barcha,Ariana Ville, Ariana,,,,357,
345 000 DT,vente,une superbe villa très prestigieuse.,La Soukra, Ariana,,,420,,
690 000 DT,vente,Offre tayara,La Soukra, Ariana,,,400,,
,vente,Appartement a vendre,Borj Louzir, Ariana,,,,,3
,vente,supers bureaux  pour location,La Soukra, Ariana,,,75,,
750 DT,vente,Un terrain extraordinaire en plein soukra,La Soukra, Ariana,,,,388,
17 000 DT,vente,A vendre terain,Sidi Thabet, Ariana,,,,100,
260 000 DT,vente,un appartement  à Borj louzir près  mosquée raoudha,Borj Louzir, Ariana,,,,,
350 DT,vente,DUPLEX S+4,Borj Louzir, Ariana,1,8,144,161,5
100 DT,vente,Appartement  à 100 mille dinar prix négociable,Borj Louzir, Ariana,1,5,76,76,3
400 000 DT,vente,Une très grand immeuble  à borj louzir Ariana,Ariana Ville, Ariana,,,180,,
280 000 DT,vente,Occasion pour les commercial,La Soukra, Ariana,,,192,,
120 DT,vente,Terrain 1100m,Kalaât El Andalous, Ariana,,,,1100,
2 400 000 DT,vente,Immeuble et villa de haut standing,Ariana Ville, Ariana,,4,,1600,3
,location,محل يمسح حوالي 250 م,Mnihla, Ariana,,,250,,
,location,Appartement S3,Ennasr, Ariana,1,3,,,2
900 DT / Nuit,location,Etage villa 180m2 à Ghazela,Ghazela, Ariana,,,180,,
800 DT / Mois,location,Duplex 150m2 à Ariana Ghazela,Ghazela, Ariana,1,4,150,,3
70 DT / Nuit,location,Etage de villa 80m2 à el menzah 9 pour famille,Manar, Ariana,1,2,80,,1
60 DT / Nuit,location,S+ 2 85m2 à el menzah 9 meublé,Menzah, Ariana,1,3,85,,2
650 DT / Mois,location,Alouer,La Soukra, Ariana,2,8,170,,4
720 DT,vente,Deux lots situés à Ariana ville –borj bakouch,Ariana Ville, Ariana,,,,,
130 000 DT,vente,Apparemment  à  Raoued -  Ariana,La Soukra, Ariana,,,113,,
90 000 DT,vente,Special,La Soukra, Ariana,,,,,
85 000 DT,vente,Appartements neufs S+1,La Soukra, Ariana,,,50,,
750 DT,vente,Un terrain de rêve à la soukra rue du parc,La Soukra, Ariana,,,,,
750 DT,vente,Terrain dans une zone calme,La Soukra, Ariana,,,,730,
280 000 DT,vente,En vent un grand dépôt commercial,La Soukra, Ariana,,,,,
160 000 DT,vente,Un appartement  à Ariana Centre,La Soukra, Ariana,,,130,,
,vente,Appartement  à cite el ghazala - Ariana .,Ariana Ville, Ariana,,,104,,
,vente,فيلا للبيع اوللكراء,La Soukra, Ariana,,,,450,
430 DT / Mois,location,Appartement 90m2,Ariana Ville, Ariana,1,3,90,,2
1 050 DT / Mois,location,Appartement 100m2 à Ennasr,Ennasr, Ariana,1,4,100,,3
750 DT / Mois,location,Rez de chaussée de villa 140m2 à Ariana Ghazela,Ghazela, Ariana,1,5,140,,4
35 000 DT,vente,Terrain vue sur mer,La Soukra, Ariana,,,,553,
1 750 DT,vente,Lotissement,La Soukra, Ariana,,,,2450,
720 DT,vente,Deux lots  à Ariana ville –borj bakouch,Ariana Ville, Ariana,,,,333,
65 000 DT,vente,منزل غير كام في جعفر اريانة,Raoued, Ariana,,,100,100,
500 000 DT,vente,Villa de rêve à Ariana borj louzir,La Soukra, Ariana,,,,,
620 DT,vente,Villa  à vendre,La Soukra, Ariana,,,,,
180 000 DT,vente,étage de villa à raoued,La Soukra, Ariana,,,,,
160 000 DT,vente,Appartement d rêve,Ariana Ville, Ariana,1,,130,,3
100 000 DT,vente,Appartement de rêve,La Soukra, Ariana,,,400,,
,vente,un beau terrain,Raoued, Ariana,,,,241,
,vente,Villa à Ariana- soghra.,La Soukra, Ariana,,,,,
,vente,Promotiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiion a ne pas rate,Ghazela, Ariana,,,,6000,
260 000 DT,vente,Appartement  à Borj louzir,La Soukra, Ariana,,,,,
,vente,Appartement  à cite el ghazala - Ariana .,La Soukra, Ariana,,,104,,
400 000 DT,vente,Villa à vendre  à el Mnihla .,Mnihla, Ariana,,,,,
500 000 DT,vente,Villa en 2 étages bien déterminée a vendre,La Soukra, Ariana,,,304,,
165 000 DT,vente,Complexe des appartement,La Soukra, Ariana,,,,,
280 000 DT,vente,Local commercial,La Soukra, Ariana,,,,,
,vente,local commercial à borj louzir,La Soukra, Ariana,,,400,,
720 DT,vente,Terrain tayara,La Soukra, Ariana,,,,141,
130 000 DT,vente,Occasion thabbiiiiiiiiiiiiiiiiiiiiiiil,Ariana Ville, Ariana,,,,,
100 000 DT,vente,Appartements S+2,Ariana Ville, Ariana,1,,137,,
,vente,Appartement  à borj louzir Ariana,La Soukra, Ariana,,,400,,
460 DT / Mois,location,Etage villa s+3,Mnihla, Ariana,1,5,140,300,3
,vente,Appartement a vendre Ennaser 1,Ennasr, Ariana,2,,150,,3
,vente,Complexe des appartement,La Soukra, Ariana,,,230,,
,vente,Occasion thabbl,La Soukra, Ariana,,,,455,
720 DT,vente,Terrain dans une zone calme,La Soukra, Ariana,,,,141,
280 000 DT,vente,Promotion,La Soukra, Ariana,,,,,
120 000 DT,vente,un appartement  à snit Nour jaafer,La Soukra, Ariana,,,71,,
170 000 DT,vente,Une belle offre,La Soukra, Ariana,,,,,
260 000 DT,vente,Bel appartement,La Soukra, Ariana,,,,,
98 000 DT,vente,Appartement de rêve à borj louzir,La Soukra, Ariana,,,,,
262 000 DT,vente,Appartement à vendre,Ariana Ville, Ariana,1,2,104,,2
,location,Villa haut standing a louer à Soukra,La Soukra, Ariana,1,3,90,,2
1 300 DT / Mois,location,Etage de villa a loyer a Ennasr2,Ennasr, Ariana,3,5,190,,4
213 000 DT,vente,Résidence Elyes 2 Dar Fadhal La soukra,La Soukra, Ariana,2,4,134,,3
100 DT,vente,قطعة ارض للبيع في رواد,Ariana Ville, Ariana,,,,200,
1 500 000 DT,vente,Local commercial à vendre,Ariana Ville, Ariana,,,,,
1 100 000 DT,vente,Villa Menzah 5,Menzah, Ariana,2,9,,770,7
,vente,Terrain à ennasr 2 superficie 686m2,Ennasr, Ariana,,,,686,
75 000 DT,vente,Maison 60m2 à Ariana Borj Louzir cité mansoura,Borj Louzir, Ariana,1,3,60,,2
,location,A louer appartement,Ariana Ville, Ariana,1,4,70,70,3
1 500 DT / Mois,location,Etage villa 150m2,Ariana Ville, Ariana,1,4,150,,3
650 DT / Mois,location,Appartement S2,Manar, Ariana,1,3,,,2
110 DT,vente,ارض للبيع في المنيهلة,Mnihla, Ariana,,,,203,
160 DT,vente,Terrain cloturé Raoued,Raoued, Ariana,,,,318,
450 DT,vente,Vente duplex,La Soukra, Ariana,1,5,300,,4
60 DT / Nuit,location,S+2 meublé à Menzah9 seulement pour famille,Menzah, Ariana,1,3,,,2
50 DT,vente,Domiiciliation annuel avec tlc,Ariana Ville, Ariana,,,,,
50 DT,vente,Domiciliation et création à l'ariana,Ariana Ville, Ariana,,,,,
280 000 DT,vente,Appartements neuf à La Soukra,La Soukra, Ariana,2,3,115,,2
450 DT / Mois,location,App à louer,Borj Louzir, Ariana,1,3,70,,2
600 DT / Mois,location,à louer & ennaser,Ennasr, Ariana,1,2,75,,1
240 000 DT,vente,Terrain 320 m Chotrana 3,La Soukra, Ariana,,,,320,
135 000 DT,vente,Villa  a ariana avec garage,Mnihla, Ariana,,,150,,
425 000 DT,vente,للبيع منزل  ومحلات تجارية,Ettadhamen, Ariana,1,7,180,,
,vente,أرض  للبيع,Raoued, Ariana,,,,,
95 000 DT,vente,"à vendre Appt S+2 situé au RDC, Cité Nour Jaafar",Raoued, Ariana,1,3,75,,3
1 150 DT,vente,Terrain A Vendre,Ariana Ville, Ariana,,,,3525,
550 000 DT,vente,Villa 180 m2 a ariana cite ennozha ( voir photo ),Ariana Ville, Ariana,,3,180,180,3
220 DT,vente,S+1 La soukra,La Soukra, Ariana,1,2,67,79,1
,location,Appartements à Ariana Mnihla,Mnihla, Ariana,,,,,
,vente,Terrain de 1100 m2 à cité el ghazala,Ghazela, Ariana,,,,1100,
350 000 DT,vente,Magnifique villa,Ghazela, Ariana,1,5,191,191,4
,vente,Duplex à vendre ou à louer à la petite Ariana,Ghazela, Ariana,2,7,240,150,4
,location,Appartements 70m2 à Ariana Ariana Ville,Ariana Ville, Ariana,1,2,70,,1
,location,Appartements 75m2 à Ariana Ariana Ville,Ariana Ville, Ariana,,3,75,,2
355 000 DT,vente,Maison face LA plage,Raoued, Ariana,1,4,353,,3
,vente,Terrain sur la route de Bizerte km7,Jardins D'el Menzah, Ariana,,,,500,
115 DT / Semaine,location,Appartement 80m2 à Borj Louzir,Borj Louzir, Ariana,1,3,80,,2
400 DT / Mois,location,Maison 42m2 à Ariana Menzah,Menzah, Ariana,,,42,,1
,vente,Ne ratez pas cette appartement,Raoued, Ariana,2,4,150,150,3
,vente,Villa raw3a 2 étage,Ghazela, Ariana,,,191,191,
600 DT / Mois,location,S2 meublé à Jardin D'el Menzah1,Jardins D'el Menzah, Ariana,,3,,,2
400 DT / Mois,location,Appartement de 85m2 à Ariana Ariana Ville,Ariana Ville, Ariana,1,3,85,,2
700 DT / Mois,location,Appt haut standing,Ghazela, Ariana,1,4,130,,2
750 DT,location,Appartement a louer,Menzah, Ariana,,3,,,2
450 DT,location,Appartement à louer cité ghazela,Ghazela, Ariana,1,4,110,,4
,vente,Duplex à la petite Ariana,Ghazela, Ariana,2,7,240,150,4
380 000 DT,vente,Maison à Ariana,Ariana Ville, Ariana,,,,,
240 DT / Mois,location,Appartements RDC à Ariana Mnihla,Mnihla, Ariana,1,2,90,,1
,location,شقة اريانة الصغرى,Ariana Ville, Ariana,1,5,,,4
,location,Appartement 180m2 à Mnihla,Mnihla, Ariana,1,4,180,,3
650 DT,location,Villa à Ariana Jardins D'el Menzah,Jardins D'el Menzah, Ariana,1,3,,,2
450 DT / Mois,location,Appartement 100m2 à Ariana Borj Louzir,Borj Louzir, Ariana,1,3,100,,2
850 DT / Mois,location,Appartement S3 à Ariana Ennasr 1,Ennasr, Ariana,,,,,
135 000 DT,vente,Villa  a ariana avec garage,Mnihla, Ariana,1,,150,,3
,vente,Vente appartements a la soukra,La Soukra, Ariana,3,5,177,,3
900 DT,location,Appartement de 110 m2  S+2 à El Menzah 9C,Menzah, Ariana,2,3,110,,3
200 DT,vente,Vendre terrain,Raoued, Ariana,,,,4000,
875 DT / Mois,location,A louer appartement s+3 à El Menzah 9A 160 m2,Menzah, Ariana,1,5,160,,3
,location,Appartements 160m2 à Menzah,Menzah, Ariana,1,4,160,,3
,location,S1 meublé courte ou longue duree,Ennasr, Ariana,1,2,,,1
60 DT / Nuit,location,S plus 1 meublé à Menzah9 seulement pour famille,Menzah, Ariana,1,2,60,,1
430 DT / Mois,location,Louer,Borj Louzir, Ariana,,,,,
,vente,Services de déménagement,La Soukra, Ariana,,,,,
,vente,Cabinets médicaux à el menzeh v,Menzah, Ariana,,,30,,
98 000 DT,vente,دار وقراج 136م في برج الوزير في حي جديد,Borj Louzir, Ariana,1,4,136,,3
650 DT / Mois,location,Appartement a louer Mnihla  ARIANA,Mnihla, Ariana,1,2,100,,2
,vente,Terrain sidi thbet,Sidi Thabet, Ariana,,,,,
750 DT / Mois,location,Appertement S+2 JARDIN DEL MENZEH,Jardins D'el Menzah, Ariana,2,3,120,120,2
,vente,Domiciliation à l'ariana,Ariana Ville, Ariana,,,,,
550 DT / Mois,location,Appartement 80m2 à Ariana Borj Louzir,Borj Louzir, Ariana,1,3,80,,2
130 DT / Mois,location,Chambre individuel,Borj Louzir, Ariana,1,6,100,,3
850 DT / Mois,location,Maison 200m2 à Ariana Ghazela,Ghazela, Ariana,1,4,200,,3
350 DT / Mois,location,Maisons 100m2 à La Soukra,La Soukra, Ariana,1,3,100,,2
,vente,Vente Villa à El manar,Manar, Ariana,3,7,670,737,5
1 000 DT / Mois,location,Appartement 110m2 à Menzah 7,Menzah, Ariana,1,4,110,,3
350 DT / Mois,location,Maison 350m2 à Ariana Raoued,Raoued, Ariana,1,5,,350,4
320 DT / Mois,location,Pour un jeune couple marié appartement s1,Ariana Ville, Ariana,1,2,70,,1
180 DT / Mois,location,Studio pour jeune étudiant ou employeurr,Ariana Ville, Ariana,1,1,,,1
800 DT / Mois,location,Appartement 125m2 à Ariana Ghazela,Ghazela, Ariana,,,125,,
650 DT / Mois,location,Joli S2 menzah 7,Ariana Ville, Ariana,1,3,,,2
750 DT,vente,Terrain à vendre,La Soukra, Ariana,,,,429,
399 DT / Mois,location,A louer un beau studio,Menzah, Ariana,1,,35,,1
500 DT / Mois,location,Residence el hana,Ghazela, Ariana,,3,100,,3
480 DT / Mois,location,Maison 90m2 à Ariana Ghazela,Ghazela, Ariana,,,90,,3
240 DT / Mois,location,Appartement 50m2,Ariana Ville, Ariana,,,,,
1 400 DT / Mois,location,Dépôt sur la route principale 200m2,Borj Louzir, Ariana,,,200,,
550 DT,location,Appartement 120m2 3 Pièces RDC de Villa Cité,Ariana Ville, Ariana,1,3,120,,2
2 500 DT / Mois,location,Duplex lux jamais habitè,Ariana Ville, Ariana,1,6,179,,5
,location,Bureaux 260m2,Ariana Ville, Ariana,,3,260,,
650 DT / Mois,location,Burea  80m2,Ennasr, Ariana,1,3,80,,2
400 DT / Mois,location,Bureaux 1 piéce à menzah 9,Menzah, Ariana,,1,18,,
